,SNE Name,lat,lng,Country Code,Type,Population,source
497,Ontario,49.25014,-84.49983,CA,A,12861940,U.S._superbug_expected_to_emerge_in_Canada
498,Canada,60.10867,-113.64258,CA,A,37058856,U.S._superbug_expected_to_emerge_in_Canada
499,Toronto,43.70011,-79.4163,CA,P,2600000,U.S._superbug_expected_to_emerge_in_Canada
500,Mabvuku,-17.83624,31.18655,ZW,P,0,Number_of_Zimbabwe_cholera_deaths_nears_500
501,Zimbabwe,-20.26667,30.91667,ZW,P,0,Number_of_Zimbabwe_cholera_deaths_nears_500
502,South Africa,-29,24,ZA,A,57779622,Number_of_Zimbabwe_cholera_deaths_nears_500
503,Mozambique,-18.25,35,MZ,A,29495962,Number_of_Zimbabwe_cholera_deaths_nears_500
504,Harare,-17.85417,31.05833,ZW,A,1606000,Number_of_Zimbabwe_cholera_deaths_nears_500
505,Botswana,-24.28333,30.55,ZA,P,0,Number_of_Zimbabwe_cholera_deaths_nears_500
506,United States,39.76,-98.5,US,A,327167434,Recent_American_E._coli_outbreak_linked_to_cattle
507,Salinas,16.3695,121.0188,PH,P,2506,Recent_American_E._coli_outbreak_linked_to_cattle
508,Canada,60.10867,-113.64258,CA,A,37058856,Recent_American_E._coli_outbreak_linked_to_cattle
509,California,37.25022,-119.75126,US,A,39512223,Recent_American_E._coli_outbreak_linked_to_cattle
510,Greece,39,22,GR,A,10727668,"Pamela_Anderson_visits_Greece,_promoting_the_MAC_AIDS_Fund"
511,Athens,33.96095,-83.37794,US,P,116714,"Pamela_Anderson_visits_Greece,_promoting_the_MAC_AIDS_Fund"
512,Hollywood,34.09834,-118.32674,US,P,167664,"Pamela_Anderson_visits_Greece,_promoting_the_MAC_AIDS_Fund"
513,Canada,60.10867,-113.64258,CA,A,37058856,"Pamela_Anderson_visits_Greece,_promoting_the_MAC_AIDS_Fund"
514,Toronto,43.70011,-79.4163,CA,P,2600000,"Pamela_Anderson_visits_Greece,_promoting_the_MAC_AIDS_Fund"
515,al-Minya,31.62042,35.21848,PS,P,0,Avian_Flu_is_confirmed_in_Egypt
516,Egypt,27,30,EG,A,98423595,Avian_Flu_is_confirmed_in_Egypt
517,Giza,29.99776,31.05286,EG,A,3326444,Avian_Flu_is_confirmed_in_Egypt
518,Cairo,30.05,31.65,EG,A,7734614,Avian_Flu_is_confirmed_in_Egypt
519,Sudan,16,30,SD,A,41801533,Cholera_outbreak_hits_Angola
520,Ethiopia,9,39.5,ET,A,109224559,Cholera_outbreak_hits_Angola
521,Eritrea,15,39,ER,A,0,Cholera_outbreak_hits_Angola
522,South Africa,-29,24,ZA,A,57779622,Cholera_outbreak_hits_Angola
523,Luanda,-8.91667,13.33924,AO,A,6542942,Cholera_outbreak_hits_Angola
524,Angola,-12.5,18.5,AO,A,30809762,Cholera_outbreak_hits_Angola
525,Jiangsu,33,119.83333,CN,A,76770000,Second_H5N1_infection_reported_in_China
526,China,35,105,CN,A,1392730000,Second_H5N1_infection_reported_in_China
527,Australia,-25,135,AU,A,24992369,"Horse_racing_in_NSW,_Queensland_cancelled_indefinitely"
528,New South Wales,-33,146,AU,A,8046100,"Horse_racing_in_NSW,_Queensland_cancelled_indefinitely"
529,Queensland,-20,145,AU,A,5052800,"Horse_racing_in_NSW,_Queensland_cancelled_indefinitely"
530,Brunswick Heads,-28.54003,153.54573,AU,P,2032,"Horse_racing_in_NSW,_Queensland_cancelled_indefinitely"
531,Melbourne,-37.814,144.96332,AU,P,4246375,"Horse_racing_in_NSW,_Queensland_cancelled_indefinitely"
532,Victoria,-37,145,AU,A,6526400,"Horse_racing_in_NSW,_Queensland_cancelled_indefinitely"
533,Sydney,-33.86785,151.20732,AU,P,4627345,"Horse_racing_in_NSW,_Queensland_cancelled_indefinitely"
534,Suriname,4,-56,SR,A,575991,WHO_starts_simultaneous_immunization_campaigns_in_over_100_countries
535,Dominican Republic,19,-70.66667,DO,A,10627165,WHO_starts_simultaneous_immunization_campaigns_in_over_100_countries
536,French Guiana,4,-53,GF,A,195506,WHO_starts_simultaneous_immunization_campaigns_in_over_100_countries
537,West,5.5,10.66667,CM,A,1339791,WHO_starts_simultaneous_immunization_campaigns_in_over_100_countries
538,Américas,9.89896,-83.67407,CR,P,0,WHO_starts_simultaneous_immunization_campaigns_in_over_100_countries
539,Houston,31.31773,-95.42268,US,A,23732,WHO_starts_simultaneous_immunization_campaigns_in_over_100_countries
540,Haiti,19.80158,-71.31936,DO,A,0,WHO_starts_simultaneous_immunization_campaigns_in_over_100_countries
541,Canada,60.10867,-113.64258,CA,A,37058856,WHO_starts_simultaneous_immunization_campaigns_in_over_100_countries
542,Nicaragua,18.90587,-71.40058,DO,A,0,WHO_starts_simultaneous_immunization_campaigns_in_over_100_countries
543,United Kingdom,54.75844,-2.69531,GB,A,66488991,Recall_of_Thomas_the_Tank_Engine_toys_due_to_lead-paint_fears
544,United States,39.76,-98.5,US,A,327167434,Recall_of_Thomas_the_Tank_Engine_toys_due_to_lead-paint_fears
545,Oak Brook,41.83281,-87.92895,US,P,8091,Recall_of_Thomas_the_Tank_Engine_toys_due_to_lead-paint_fears
546,Illinois,40.00032,-89.25037,US,A,12772888,Recall_of_Thomas_the_Tank_Engine_toys_due_to_lead-paint_fears
547,Ukraine,49,32,UA,A,44622516,Recall_of_Thomas_the_Tank_Engine_toys_due_to_lead-paint_fears
548,Ås,59.66366,10.79101,NO,A,15863,Recall_of_Thomas_the_Tank_Engine_toys_due_to_lead-paint_fears
549,Guangdong,23.5,113.25,CN,A,104303132,Recall_of_Thomas_the_Tank_Engine_toys_due_to_lead-paint_fears
550,China,35,105,CN,A,1392730000,Recall_of_Thomas_the_Tank_Engine_toys_due_to_lead-paint_fears
551,Dongguan,23.01797,113.74866,CN,P,9644871,Recall_of_Thomas_the_Tank_Engine_toys_due_to_lead-paint_fears
552,United Kingdom,54.75844,-2.69531,GB,A,66488991,Sharp_increase_in_number_of_Zimbabwean_cholera_deaths
553,South Africa,-29,24,ZA,A,57779622,Sharp_increase_in_number_of_Zimbabwean_cholera_deaths
554,Zimbabwe,-20.26667,30.91667,ZW,P,0,Sharp_increase_in_number_of_Zimbabwean_cholera_deaths
555,Beitbridge,-22.21667,30,ZW,P,26459,Sharp_increase_in_number_of_Zimbabwean_cholera_deaths
556,Harare,-17.85417,31.05833,ZW,A,1606000,Sharp_increase_in_number_of_Zimbabwean_cholera_deaths
557,Beni Suweif,28.9,30.6,EG,A,2771138,Egyptian_woman_becomes_third_to_die_of_bird_flu_in_a_week
558,Egypt,27,30,EG,A,98423595,Egyptian_woman_becomes_third_to_die_of_bird_flu_in_a_week
559,Washington,44.27342,-72.6149,US,A,59534,USDA_says_mad_cow_disease_found_in_cow_in_California
560,United States,39.76,-98.5,US,A,327167434,USDA_says_mad_cow_disease_found_in_cow_in_California
561,Iowa,42.00027,-93.50049,US,A,2955010,USDA_says_mad_cow_disease_found_in_cow_in_California
562,Ames,42.03471,-93.61994,US,P,65060,USDA_says_mad_cow_disease_found_in_cow_in_California
563,California,37.25022,-119.75126,US,A,39512223,USDA_says_mad_cow_disease_found_in_cow_in_California
564,Canada,60.10867,-113.64258,CA,A,37058856,USDA_says_mad_cow_disease_found_in_cow_in_California
565,Tennessee,35.75035,-86.25027,US,A,5935099,Indiana_Governor_signs_needle_exchange_program
566,United States,39.76,-98.5,US,A,327167434,Indiana_Governor_signs_needle_exchange_program
567,Scott,36.68604,-89.06505,US,P,0,Indiana_Governor_signs_needle_exchange_program
568,Evansville,37.97476,-87.55585,US,P,119943,Indiana_Governor_signs_needle_exchange_program
569,Nashville,36.16589,-86.78444,US,P,689447,Indiana_Governor_signs_needle_exchange_program
570,Austin,30.26715,-97.74306,US,P,931830,Indiana_Governor_signs_needle_exchange_program
571,Kentucky,38.20042,-84.87762,US,A,4206074,Indiana_Governor_signs_needle_exchange_program
572,Louisville,38.25424,-85.75941,US,P,243639,Indiana_Governor_signs_needle_exchange_program
573,Indiana,40.00032,-86.25027,US,A,6265933,Indiana_Governor_signs_needle_exchange_program
574,Turkey,39,35,TR,A,82319724,First_Iraqi_case_of_Avian_Flu_reported
575,Ranya,-9.66913,-76.67248,PE,P,29,First_Iraqi_case_of_Avian_Flu_reported
576,United States,39.76,-98.5,US,A,327167434,First_Iraqi_case_of_Avian_Flu_reported
577,Iraq,33,44,IQ,A,38433600,First_Iraqi_case_of_Avian_Flu_reported
578,Ukraine,49,32,UA,A,44622516,First_Iraqi_case_of_Avian_Flu_reported
579,Cairo,30.87751,-84.20214,US,P,9752,First_Iraqi_case_of_Avian_Flu_reported
580,New York,40.77427,-73.96981,US,A,1585873,"White_powder_found_at_Buffalo,_N.Y._courthouse"
581,Buffalo,42.88645,-78.87837,US,P,258071,"White_powder_found_at_Buffalo,_N.Y._courthouse"
582,Vietnam,16.16667,107.83333,VN,A,95540395,World_Health_Organisation:_China_engaging_in_bird_flu_cover_up
583,China,35,105,CN,A,1392730000,World_Health_Organisation:_China_engaging_in_bird_flu_cover_up
584,Russia,60,100,RU,A,144478050,World_Health_Organisation:_China_engaging_in_bird_flu_cover_up
585,Hong Kong,22.95805,-109.93898,MX,P,5,World_Health_Organisation:_China_engaging_in_bird_flu_cover_up
586,Beijing,39.9075,116.39723,CN,P,18960744,World_Health_Organisation:_China_engaging_in_bird_flu_cover_up
587,China,35,105,CN,A,1392730000,World_Health_Organisation:_China_engaging_in_bird_flu_cover_up
588,Vietnam,16.16667,107.83333,VN,A,95540395,Auckland_Zoo_otter_Jin_has_been_found_alive
589,China,35,105,CN,A,1392730000,Auckland_Zoo_otter_Jin_has_been_found_alive
590,Russia,60,100,RU,A,144478050,Auckland_Zoo_otter_Jin_has_been_found_alive
591,Hong Kong,22.95805,-109.93898,MX,P,5,Auckland_Zoo_otter_Jin_has_been_found_alive
592,Beijing,39.9075,116.39723,CN,P,18960744,Auckland_Zoo_otter_Jin_has_been_found_alive
593,China,35,105,CN,A,1392730000,Auckland_Zoo_otter_Jin_has_been_found_alive
594,Auckland,-36.85,174.78333,NZ,A,444100,Auckland_Zoo_otter_Jin_has_been_found_alive
595,Lubbock,33.57786,-101.85517,US,P,249042,Cities_across_Texas_increase_efforts_to_combat_mosquitos
596,North Dallas,32.90508,-96.78543,US,P,0,Cities_across_Texas_increase_efforts_to_combat_mosquitos
597,United States,39.76,-98.5,US,A,327167434,Cities_across_Texas_increase_efforts_to_combat_mosquitos
598,New Jersey,40.16706,-74.49987,US,A,8751436,Cities_across_Texas_increase_efforts_to_combat_mosquitos
599,Texas,36.74791,-101.49001,US,A,20640,Cities_across_Texas_increase_efforts_to_combat_mosquitos
600,Ås,59.66366,10.79101,NO,A,15863,Cities_across_Texas_increase_efforts_to_combat_mosquitos
601,Nile,38.30455,-80.7351,US,P,0,Cities_across_Texas_increase_efforts_to_combat_mosquitos
602,Dallas,33.92371,-84.84077,US,P,12870,Cities_across_Texas_increase_efforts_to_combat_mosquitos
603,Malakoff,32.1696,-96.01247,US,P,2296,Cities_across_Texas_increase_efforts_to_combat_mosquitos
604,Dallas,32.76663,-96.77787,US,A,2368139,Cities_across_Texas_increase_efforts_to_combat_mosquitos
605,Houston,29.76328,-95.36327,US,P,2296224,Cities_across_Texas_increase_efforts_to_combat_mosquitos
606,Austin,30.26715,-97.74306,US,P,931830,Cities_across_Texas_increase_efforts_to_combat_mosquitos
607,California,37.25022,-119.75126,US,A,39512223,Cities_across_Texas_increase_efforts_to_combat_mosquitos
608,Abilene,32.44874,-99.73314,US,P,121721,Cities_across_Texas_increase_efforts_to_combat_mosquitos
609,Michigan,44.25029,-85.50033,US,A,9883360,Suspected_low_pathogenic_H5N1_Bird_Flu_virus_found_in_the_United_States
610,Iowa,42.00027,-93.50049,US,A,2955010,Suspected_low_pathogenic_H5N1_Bird_Flu_virus_found_in_the_United_States
611,Lake Erie Country Club,42.02778,-83.02944,CA,P,0,Suspected_low_pathogenic_H5N1_Bird_Flu_virus_found_in_the_United_States
612,Monroe,37.56037,-80.55055,US,A,13502,Suspected_low_pathogenic_H5N1_Bird_Flu_virus_found_in_the_United_States
613,Ames,42.03471,-93.61994,US,P,65060,Suspected_low_pathogenic_H5N1_Bird_Flu_virus_found_in_the_United_States
614,Ukraine,49,32,UA,A,44622516,London_court_jails_man_after_Dark_Web_ricin_sting
615,London,51.50853,-0.12574,GB,P,8961989,London_court_jails_man_after_Dark_Web_ricin_sting
616,Liverpool,53.41058,-2.97794,GB,P,864122,London_court_jails_man_after_Dark_Web_ricin_sting
617,North Carolina,35.50069,-80.00032,US,A,10488084,Mutated_strain_of_H1N1_virus_detected_in_US_and_Norway
618,Brazil,-10,-55,BR,A,209469333,Mutated_strain_of_H1N1_virus_detected_in_US_and_Norway
619,United States,39.76,-98.5,US,A,327167434,Mutated_strain_of_H1N1_virus_detected_in_US_and_Norway
620,Norway,62,10,NO,A,5314336,Mutated_strain_of_H1N1_virus_detected_in_US_and_Norway
621,Mexico,23,-102,MX,A,126190788,Mutated_strain_of_H1N1_virus_detected_in_US_and_Norway
622,Ukraine,49,32,UA,A,44622516,Mutated_strain_of_H1N1_virus_detected_in_US_and_Norway
623,Japan,35.68536,139.75309,JP,A,126529100,Mutated_strain_of_H1N1_virus_detected_in_US_and_Norway
624,Ås,59.66366,10.79101,NO,A,15863,Mutated_strain_of_H1N1_virus_detected_in_US_and_Norway
625,China,25.51224,-99.00457,MX,A,0,Mutated_strain_of_H1N1_virus_detected_in_US_and_Norway
626,Dadaab,0.05287,40.31055,KE,P,0,"750,000_could_be_affected_by_flooding_in_Kenya,_UN_says"
627,British Indian Ocean Territory,-6,72,IO,A,4000,"750,000_could_be_affected_by_flooding_in_Kenya,_UN_says"
628,Kenya,1,38,KE,A,51393010,"750,000_could_be_affected_by_flooding_in_Kenya,_UN_says"
629,Cambodia,13,105,KH,A,16249798,World_Bank_warns_of_high_bird_flu_cost
630,Laos,18,105,LA,A,7061507,World_Bank_warns_of_high_bird_flu_cost
631,Vietnam,16.16667,107.83333,VN,A,95540395,World_Bank_warns_of_high_bird_flu_cost
632,Thailand,15.5,101,TH,A,69428524,World_Bank_warns_of_high_bird_flu_cost
633,Burma,48.93694,72.83517,KZ,P,0,World_Bank_warns_of_high_bird_flu_cost
634,Charlottetown,48.4332,-54.01481,CA,P,0,Avian_flu_found_in_eastern_Canada
635,Prince Edward Island,46.4864,-63.3136,CA,P,0,Avian_flu_found_in_eastern_Canada
636,Prince,37.859,-81.05371,US,P,116,Avian_flu_found_in_eastern_Canada
637,O'Leary,46.71685,-64.23204,CA,P,0,Avian_flu_found_in_eastern_Canada
638,Canada,60.10867,-113.64258,CA,A,37058856,Avian_flu_found_in_eastern_Canada
639,Australia,-25,135,AU,A,24992369,Sizzler_salad_bars_shut_after_rat_poison_found_in_food
640,Toowong,-27.48333,152.98333,AU,P,10780,Sizzler_salad_bars_shut_after_rat_poison_found_in_food
641,Brisbane,-27.46794,153.02809,AU,P,2189878,Sizzler_salad_bars_shut_after_rat_poison_found_in_food
642,United States,39.76,-98.5,US,A,327167434,Whooping_cough_outbreak_kills_ten_infants_in_California
643,California,37.25022,-119.75126,US,A,39512223,Whooping_cough_outbreak_kills_ten_infants_in_California
644,Gaza Strip,31.41667,34.33333,PS,A,487904,Gaza_Strip_reports_first_swine_flu_cases
645,Egypt,-29.16765,26.95681,ZA,P,0,Gaza_Strip_reports_first_swine_flu_cases
646,West Bank,31.66667,35.25,PS,A,2771681,Gaza_Strip_reports_first_swine_flu_cases
647,Gaza,31.51065,34.46411,PS,A,505700,Gaza_Strip_reports_first_swine_flu_cases
648,Israel,31.5,34.75,IL,A,8883800,Gaza_Strip_reports_first_swine_flu_cases
649,Jakarta,-6.21462,106.84513,ID,P,8540121,Bird_flu_spreading_through_Indonesia_and_China
650,Indonesia,-5,120,ID,A,267663435,Bird_flu_spreading_through_Indonesia_and_China
651,Fujian,26.25,118,CN,A,36890000,Bird_flu_spreading_through_Indonesia_and_China
652,China,35,105,CN,A,1392730000,Bird_flu_spreading_through_Indonesia_and_China
653,Ukraine,49,32,UA,A,44622516,Swine_flu_claims_first_UK_victim
654,Paisley,55.83173,-4.43254,GB,P,76220,Swine_flu_claims_first_UK_victim
655,Glasgow,55.86515,-4.25763,GB,P,591620,Swine_flu_claims_first_UK_victim
656,Scotland,56,-4,GB,A,5404700,Swine_flu_claims_first_UK_victim
657,Germany,51.5,10.5,DE,A,82927922,Bluetongue_disease_appears_in_UK_for_the_first_time
658,France,46,2,FR,A,66987244,Bluetongue_disease_appears_in_UK_for_the_first_time
659,South Africa,-29,24,ZA,A,57779622,Bluetongue_disease_appears_in_UK_for_the_first_time
660,Ukraine,49,32,UA,A,44622516,Bluetongue_disease_appears_in_UK_for_the_first_time
661,Suffolk,40.94046,-72.68524,US,A,1493350,Bluetongue_disease_appears_in_UK_for_the_first_time
662,Ipswich,52.05917,1.15545,GB,P,178835,Bluetongue_disease_appears_in_UK_for_the_first_time
663,Australia,-25,135,AU,A,24992369,"Britain_unveils_flu_pandemic_preparedness_plan,_buys_14m_courses_of_treatment_drug"
664,United Kingdom,54.75844,-2.69531,GB,A,66488991,"Britain_unveils_flu_pandemic_preparedness_plan,_buys_14m_courses_of_treatment_drug"
665,Ukraine,49,32,UA,A,44622516,"Britain_unveils_flu_pandemic_preparedness_plan,_buys_14m_courses_of_treatment_drug"
666,Ås,59.66366,10.79101,NO,A,15863,"Britain_unveils_flu_pandemic_preparedness_plan,_buys_14m_courses_of_treatment_drug"
667,Canada,60.10867,-113.64258,CA,A,37058856,"Britain_unveils_flu_pandemic_preparedness_plan,_buys_14m_courses_of_treatment_drug"
668,Houston,31.31773,-95.42268,US,A,23732,"Over_250_dead_in_Haiti_cholera_outbreak,_thousands_infected"
669,Port-au-Prince,18.52557,-72.33697,HT,A,0,"Over_250_dead_in_Haiti_cholera_outbreak,_thousands_infected"
670,Saint-Marc,19.10819,-72.69379,HT,P,66226,"Over_250_dead_in_Haiti_cholera_outbreak,_thousands_infected"
671,Tennessee,35.75035,-86.25027,US,A,5935099,FDA_warning_on_pistachios_after_salmonella_contamination
672,Ohio,38.9501,-84.96503,US,A,6128,FDA_warning_on_pistachios_after_salmonella_contamination
673,North Carolina,35.50069,-80.00032,US,A,10488084,FDA_warning_on_pistachios_after_salmonella_contamination
674,Kansas,38.50029,-98.50063,US,A,2740759,FDA_warning_on_pistachios_after_salmonella_contamination
675,Missouri,38.25031,-92.50046,US,A,5768151,FDA_warning_on_pistachios_after_salmonella_contamination
676,Louisiana,31.00047,-92.0004,US,A,4515939,FDA_warning_on_pistachios_after_salmonella_contamination
677,South Carolina,34.00043,-81.00009,US,A,4229842,FDA_warning_on_pistachios_after_salmonella_contamination
678,Idaho,44.5002,-114.25118,US,A,1416564,FDA_warning_on_pistachios_after_salmonella_contamination
679,Texas,36.74791,-101.49001,US,A,20640,FDA_warning_on_pistachios_after_salmonella_contamination
680,Illinois,40.00032,-89.25037,US,A,12772888,FDA_warning_on_pistachios_after_salmonella_contamination
681,Arkansas,34.75037,-92.50044,US,A,2757631,FDA_warning_on_pistachios_after_salmonella_contamination
682,West Virginia,38.50038,-80.50009,US,A,1817871,FDA_warning_on_pistachios_after_salmonella_contamination
683,Michigan,44.25029,-85.50033,US,A,9883360,FDA_warning_on_pistachios_after_salmonella_contamination
684,New Mexico,34.50034,-106.00085,US,A,1912684,FDA_warning_on_pistachios_after_salmonella_contamination
685,Alabama,32.75041,-86.75026,US,A,4530315,FDA_warning_on_pistachios_after_salmonella_contamination
686,Nebraska,41.50028,-99.75067,US,A,1757399,FDA_warning_on_pistachios_after_salmonella_contamination
687,Washington,44.27342,-72.6149,US,A,59534,FDA_warning_on_pistachios_after_salmonella_contamination
688,Mississippi,35.7639,-90.05417,US,A,46480,FDA_warning_on_pistachios_after_salmonella_contamination
689,United States,39.76,-98.5,US,A,327167434,FDA_warning_on_pistachios_after_salmonella_contamination
690,Montana,47.00025,-109.75102,US,A,930698,FDA_warning_on_pistachios_after_salmonella_contamination
691,California,37.25022,-119.75126,US,A,39512223,FDA_warning_on_pistachios_after_salmonella_contamination
692,Arizona,34.5003,-111.50098,US,A,5863809,FDA_warning_on_pistachios_after_salmonella_contamination
693,Kentucky,38.20042,-84.87762,US,A,4206074,FDA_warning_on_pistachios_after_salmonella_contamination
694,Virginia,37.54812,-77.44675,US,A,7642884,FDA_warning_on_pistachios_after_salmonella_contamination
695,Colorado,39.00027,-105.50083,US,A,4678630,FDA_warning_on_pistachios_after_salmonella_contamination
696,Nevada,39.25021,-116.75119,US,A,2399532,FDA_warning_on_pistachios_after_salmonella_contamination
697,Indiana,40.00032,-86.25027,US,A,6265933,FDA_warning_on_pistachios_after_salmonella_contamination
698,Utah,39.25024,-111.75103,US,A,2427340,FDA_warning_on_pistachios_after_salmonella_contamination
699,Georgia,32.75042,-83.50018,US,A,8975842,FDA_warning_on_pistachios_after_salmonella_contamination
700,Oregon,44.00013,-120.50139,US,A,3642919,FDA_warning_on_pistachios_after_salmonella_contamination
701,Alaska,64.00028,-150.00028,US,A,660633,FDA_warning_on_pistachios_after_salmonella_contamination
702,Wyoming,43.00024,-107.5009,US,A,505907,FDA_warning_on_pistachios_after_salmonella_contamination
703,Tennessee,35.75035,-86.25027,US,A,5935099,Health_experts_suspect_bromide_poisoning_in_Angolan_disease_outbreak
704,Ohio,38.9501,-84.96503,US,A,6128,Health_experts_suspect_bromide_poisoning_in_Angolan_disease_outbreak
705,North Carolina,35.50069,-80.00032,US,A,10488084,Health_experts_suspect_bromide_poisoning_in_Angolan_disease_outbreak
706,Kansas,38.50029,-98.50063,US,A,2740759,Health_experts_suspect_bromide_poisoning_in_Angolan_disease_outbreak
707,Missouri,38.25031,-92.50046,US,A,5768151,Health_experts_suspect_bromide_poisoning_in_Angolan_disease_outbreak
708,Louisiana,31.00047,-92.0004,US,A,4515939,Health_experts_suspect_bromide_poisoning_in_Angolan_disease_outbreak
709,South Carolina,34.00043,-81.00009,US,A,4229842,Health_experts_suspect_bromide_poisoning_in_Angolan_disease_outbreak
710,Idaho,44.5002,-114.25118,US,A,1416564,Health_experts_suspect_bromide_poisoning_in_Angolan_disease_outbreak
711,Texas,36.74791,-101.49001,US,A,20640,Health_experts_suspect_bromide_poisoning_in_Angolan_disease_outbreak
712,Illinois,40.00032,-89.25037,US,A,12772888,Health_experts_suspect_bromide_poisoning_in_Angolan_disease_outbreak
713,Arkansas,34.75037,-92.50044,US,A,2757631,Health_experts_suspect_bromide_poisoning_in_Angolan_disease_outbreak
714,West Virginia,38.50038,-80.50009,US,A,1817871,Health_experts_suspect_bromide_poisoning_in_Angolan_disease_outbreak
715,Michigan,44.25029,-85.50033,US,A,9883360,Health_experts_suspect_bromide_poisoning_in_Angolan_disease_outbreak
716,New Mexico,34.50034,-106.00085,US,A,1912684,Health_experts_suspect_bromide_poisoning_in_Angolan_disease_outbreak
717,Alabama,32.75041,-86.75026,US,A,4530315,Health_experts_suspect_bromide_poisoning_in_Angolan_disease_outbreak
718,Nebraska,41.50028,-99.75067,US,A,1757399,Health_experts_suspect_bromide_poisoning_in_Angolan_disease_outbreak
719,Washington,44.27342,-72.6149,US,A,59534,Health_experts_suspect_bromide_poisoning_in_Angolan_disease_outbreak
720,Mississippi,35.7639,-90.05417,US,A,46480,Health_experts_suspect_bromide_poisoning_in_Angolan_disease_outbreak
721,United States,39.76,-98.5,US,A,327167434,Health_experts_suspect_bromide_poisoning_in_Angolan_disease_outbreak
722,Montana,47.00025,-109.75102,US,A,930698,Health_experts_suspect_bromide_poisoning_in_Angolan_disease_outbreak
723,California,37.25022,-119.75126,US,A,39512223,Health_experts_suspect_bromide_poisoning_in_Angolan_disease_outbreak
724,Arizona,34.5003,-111.50098,US,A,5863809,Health_experts_suspect_bromide_poisoning_in_Angolan_disease_outbreak
725,Kentucky,38.20042,-84.87762,US,A,4206074,Health_experts_suspect_bromide_poisoning_in_Angolan_disease_outbreak
726,Virginia,37.54812,-77.44675,US,A,7642884,Health_experts_suspect_bromide_poisoning_in_Angolan_disease_outbreak
727,Colorado,39.00027,-105.50083,US,A,4678630,Health_experts_suspect_bromide_poisoning_in_Angolan_disease_outbreak
728,Nevada,39.25021,-116.75119,US,A,2399532,Health_experts_suspect_bromide_poisoning_in_Angolan_disease_outbreak
729,Indiana,40.00032,-86.25027,US,A,6265933,Health_experts_suspect_bromide_poisoning_in_Angolan_disease_outbreak
730,Utah,39.25024,-111.75103,US,A,2427340,Health_experts_suspect_bromide_poisoning_in_Angolan_disease_outbreak
731,Georgia,32.75042,-83.50018,US,A,8975842,Health_experts_suspect_bromide_poisoning_in_Angolan_disease_outbreak
732,Oregon,44.00013,-120.50139,US,A,3642919,Health_experts_suspect_bromide_poisoning_in_Angolan_disease_outbreak
733,Alaska,64.00028,-150.00028,US,A,660633,Health_experts_suspect_bromide_poisoning_in_Angolan_disease_outbreak
734,Wyoming,43.00024,-107.5009,US,A,505907,Health_experts_suspect_bromide_poisoning_in_Angolan_disease_outbreak
735,London,39.88645,-83.44825,US,P,10060,Health_experts_suspect_bromide_poisoning_in_Angolan_disease_outbreak
736,Luanda,-8.91667,13.33924,AO,A,6542942,Health_experts_suspect_bromide_poisoning_in_Angolan_disease_outbreak
737,Munich,48.66917,-98.83263,US,P,202,Health_experts_suspect_bromide_poisoning_in_Angolan_disease_outbreak
738,Angola,41.63477,-84.99941,US,P,8644,Health_experts_suspect_bromide_poisoning_in_Angolan_disease_outbreak
739,Indonesia,-5,120,ID,A,267663435,"OIE:_China,_Indonesia_and_Africa_%22under-reporting%22_human_and_animal_Bird_Flu_cases"
740,South Africa,-29,24,ZA,A,57779622,"OIE:_China,_Indonesia_and_Africa_%22under-reporting%22_human_and_animal_Bird_Flu_cases"
741,Central Java,-7.5,110,ID,A,34087148,"OIE:_China,_Indonesia_and_Africa_%22under-reporting%22_human_and_animal_Bird_Flu_cases"
742,Rome,41.96667,12.66667,IT,A,4342212,"OIE:_China,_Indonesia_and_Africa_%22under-reporting%22_human_and_animal_Bird_Flu_cases"
743,Italy,42.83333,12.83333,IT,A,60431283,"OIE:_China,_Indonesia_and_Africa_%22under-reporting%22_human_and_animal_Bird_Flu_cases"
744,China,35,105,CN,A,1392730000,"OIE:_China,_Indonesia_and_Africa_%22under-reporting%22_human_and_animal_Bird_Flu_cases"
745,France,46,2,FR,A,66987244,New_human_HIV_strain_discovered_in_France
746,Cameroon,6,12.5,CM,A,25216237,New_human_HIV_strain_discovered_in_France
747,South Africa,-29,24,ZA,A,57779622,New_human_HIV_strain_discovered_in_France
748,Paris,48.85339,2.34864,FR,A,4380654,New_human_HIV_strain_discovered_in_France
749,Iowa,42.00027,-93.50049,US,A,2955010,US_food_regulators_recall_380_million_eggs_after_salmonella_outbreak
750,Minnesota,46.25024,-94.25055,US,A,5141953,US_food_regulators_recall_380_million_eggs_after_salmonella_outbreak
751,California,37.25022,-119.75126,US,A,39512223,US_food_regulators_recall_380_million_eggs_after_salmonella_outbreak
752,Colorado,39.00027,-105.50083,US,A,4678630,US_food_regulators_recall_380_million_eggs_after_salmonella_outbreak
753,Central African Republic,7,21,CF,A,4666377,Polio_vaccination_campaign_targets_85_million_African_children
754,Guinea-Bissau,12,-15,GW,A,1874309,Polio_vaccination_campaign_targets_85_million_African_children
755,Nigeria,10,8,NG,A,195874740,Polio_vaccination_campaign_targets_85_million_African_children
756,Niger,18,9,NE,A,22442948,Polio_vaccination_campaign_targets_85_million_African_children
757,Cameroon,6,12.5,CM,A,25216237,Polio_vaccination_campaign_targets_85_million_African_children
758,Burkina Faso,12.5,-1.66667,BF,A,19751535,Polio_vaccination_campaign_targets_85_million_African_children
759,Guinea,10.83333,-10.66667,GN,A,12414318,Polio_vaccination_campaign_targets_85_million_African_children
