SNE Name,lat,lng,Country Code,Type,Population,source
Dallas,32.76663,-96.77787,US,A,2368139,HIV-positive_man_receives_35_years_for_spitting_on_Dallas_police_officer
United States,39.76,-98.5,US,A,327167434,HIV-positive_man_receives_35_years_for_spitting_on_Dallas_police_officer
Texas,37.31731,-91.96505,US,A,26008,HIV-positive_man_receives_35_years_for_spitting_on_Dallas_police_officer
Dallas,40.01619,-80.52702,US,P,0,HIV-positive_man_receives_35_years_for_spitting_on_Dallas_police_officer
Dallas,32.76663,-96.77787,US,A,2368139,HIV-positive_man_receives_35_years_for_spitting_on_Dallas_police_officer
Libya,28,17,LY,A,6678567,Libya_frees_foreign_HIV_medics
Sofia,42.68647,23.30561,BG,A,1328120,Libya_frees_foreign_HIV_medics
Bulgaria,42.66667,25.25,BG,A,7000039,Libya_frees_foreign_HIV_medics
Libya,28,17,LY,A,6678567,Libya_frees_foreign_HIV_medics
Sofia,42.68647,23.30561,BG,A,1328120,Libya_frees_foreign_HIV_medics
Bulgaria,42.66667,25.25,BG,A,7000039,Libya_frees_foreign_HIV_medics
Libya,28,17,LY,A,6678567,Libya_frees_foreign_HIV_medics
Sofia,42.68647,23.30561,BG,A,1328120,Libya_frees_foreign_HIV_medics
Benghazi,32.11486,20.06859,LY,P,650629,Libya_frees_foreign_HIV_medics
Bulgaria,42.66667,25.25,BG,A,7000039,Libya_frees_foreign_HIV_medics
Libya,28,17,LY,A,6678567,Libya_frees_foreign_HIV_medics
Sofia,42.68647,23.30561,BG,A,1328120,Libya_frees_foreign_HIV_medics
Benghazi,32.11486,20.06859,LY,P,650629,Libya_frees_foreign_HIV_medics
Bulgaria,42.66667,25.25,BG,A,7000039,Libya_frees_foreign_HIV_medics
Libya,28,17,LY,A,6678567,Libya_frees_foreign_HIV_medics
Sofia,42.68647,23.30561,BG,A,1328120,Libya_frees_foreign_HIV_medics
Benghazi,32.11486,20.06859,LY,P,650629,Libya_frees_foreign_HIV_medics
Bulgaria,42.66667,25.25,BG,A,7000039,Libya_frees_foreign_HIV_medics
Libya,28,17,LY,A,6678567,Libya_frees_foreign_HIV_medics
Sofia,42.68647,23.30561,BG,A,1328120,Libya_frees_foreign_HIV_medics
Benghazi,32.11486,20.06859,LY,P,650629,Libya_frees_foreign_HIV_medics
Bulgaria,42.66667,25.25,BG,A,7000039,Libya_frees_foreign_HIV_medics
Libya,28,17,LY,A,6678567,Libya_frees_foreign_HIV_medics
Sofia,42.68647,23.30561,BG,A,1328120,Libya_frees_foreign_HIV_medics
Benghazi,32.11486,20.06859,LY,P,650629,Libya_frees_foreign_HIV_medics
Bulgaria,42.66667,25.25,BG,A,7000039,Libya_frees_foreign_HIV_medics
Libya,28,17,LY,A,6678567,Libya_frees_foreign_HIV_medics
Sofia,42.68647,23.30561,BG,A,1328120,Libya_frees_foreign_HIV_medics
Benghazi,32.11486,20.06859,LY,P,650629,Libya_frees_foreign_HIV_medics
Libya,28,17,LY,A,6678567,Libya_frees_foreign_HIV_medics
Bulgaria,42.66667,25.25,BG,A,7000039,Libya_frees_foreign_HIV_medics
Sofia,42.68647,23.30561,BG,A,1328120,Libya_frees_foreign_HIV_medics
Qatar,25.5,51.25,QA,A,2781677,Libya_frees_foreign_HIV_medics
Benghazi,32.11486,20.06859,LY,P,650629,Libya_frees_foreign_HIV_medics
Libya,28,17,LY,A,6678567,Libya_frees_foreign_HIV_medics
Bulgaria,42.66667,25.25,BG,A,7000039,Libya_frees_foreign_HIV_medics
Sofia,42.68647,23.30561,BG,A,1328120,Libya_frees_foreign_HIV_medics
Qatar,25.5,51.25,QA,A,2781677,Libya_frees_foreign_HIV_medics
Benghazi,32.11486,20.06859,LY,P,650629,Libya_frees_foreign_HIV_medics
Libya,28,17,LY,A,6678567,Libya_frees_foreign_HIV_medics
Bulgaria,42.66667,25.25,BG,A,7000039,Libya_frees_foreign_HIV_medics
Sofia,42.68647,23.30561,BG,A,1328120,Libya_frees_foreign_HIV_medics
Qatar,25.5,51.25,QA,A,2781677,Libya_frees_foreign_HIV_medics
Benghazi,32.11486,20.06859,LY,P,650629,Libya_frees_foreign_HIV_medics
Libya,28,17,LY,A,6678567,Libya_frees_foreign_HIV_medics
Bulgaria,42.66667,25.25,BG,A,7000039,Libya_frees_foreign_HIV_medics
Sofia,42.68647,23.30561,BG,A,1328120,Libya_frees_foreign_HIV_medics
Qatar,25.5,51.25,QA,A,2781677,Libya_frees_foreign_HIV_medics
Benghazi,32.11486,20.06859,LY,P,650629,Libya_frees_foreign_HIV_medics
Libya,28,17,LY,A,6678567,Libya_frees_foreign_HIV_medics
Bulgaria,42.66667,25.25,BG,A,7000039,Libya_frees_foreign_HIV_medics
Sofia,42.68647,23.30561,BG,A,1328120,Libya_frees_foreign_HIV_medics
Qatar,25.5,51.25,QA,A,2781677,Libya_frees_foreign_HIV_medics
Benghazi,32.11486,20.06859,LY,P,650629,Libya_frees_foreign_HIV_medics
France,46,2,FR,A,66987244,Libya_frees_foreign_HIV_medics
Libya,28,17,LY,A,6678567,Libya_frees_foreign_HIV_medics
Bulgaria,42.66667,25.25,BG,A,7000039,Libya_frees_foreign_HIV_medics
Sofia,42.68647,23.30561,BG,A,1328120,Libya_frees_foreign_HIV_medics
Qatar,25.5,51.25,QA,A,2781677,Libya_frees_foreign_HIV_medics
Benghazi,32.11486,20.06859,LY,P,650629,Libya_frees_foreign_HIV_medics
France,46,2,FR,A,66987244,Libya_frees_foreign_HIV_medics
Libya,28,17,LY,A,6678567,Libya_frees_foreign_HIV_medics
Bulgaria,42.66667,25.25,BG,A,7000039,Libya_frees_foreign_HIV_medics
Sofia,42.68647,23.30561,BG,A,1328120,Libya_frees_foreign_HIV_medics
Qatar,25.5,51.25,QA,A,2781677,Libya_frees_foreign_HIV_medics
Benghazi,32.11486,20.06859,LY,P,650629,Libya_frees_foreign_HIV_medics
France,46,2,FR,A,66987244,Libya_frees_foreign_HIV_medics
Libya,28,17,LY,A,6678567,Libya_frees_foreign_HIV_medics
Bulgaria,42.66667,25.25,BG,A,7000039,Libya_frees_foreign_HIV_medics
Sofia,42.68647,23.30561,BG,A,1328120,Libya_frees_foreign_HIV_medics
Qatar,25.5,51.25,QA,A,2781677,Libya_frees_foreign_HIV_medics
Benghazi,32.11486,20.06859,LY,P,650629,Libya_frees_foreign_HIV_medics
France,46,2,FR,A,66987244,Libya_frees_foreign_HIV_medics
Libya,28,17,LY,A,6678567,Libya_frees_foreign_HIV_medics
Bulgaria,42.66667,25.25,BG,A,7000039,Libya_frees_foreign_HIV_medics
Sofia,42.68647,23.30561,BG,A,1328120,Libya_frees_foreign_HIV_medics
Qatar,25.5,51.25,QA,A,2781677,Libya_frees_foreign_HIV_medics
Benghazi,32.11486,20.06859,LY,P,650629,Libya_frees_foreign_HIV_medics
France,46,2,FR,A,66987244,Libya_frees_foreign_HIV_medics
Libya,28,17,LY,A,6678567,Libya_frees_foreign_HIV_medics
Bulgaria,42.66667,25.25,BG,A,7000039,Libya_frees_foreign_HIV_medics
Tripoli,32.88743,13.18733,LY,P,1150989,Libya_frees_foreign_HIV_medics
Sofia,42.68647,23.30561,BG,A,1328120,Libya_frees_foreign_HIV_medics
Qatar,25.5,51.25,QA,A,2781677,Libya_frees_foreign_HIV_medics
Benghazi,32.11486,20.06859,LY,P,650629,Libya_frees_foreign_HIV_medics
France,46,2,FR,A,66987244,Libya_frees_foreign_HIV_medics
Libya,28,17,LY,A,6678567,Libya_frees_foreign_HIV_medics
Bulgaria,42.66667,25.25,BG,A,7000039,Libya_frees_foreign_HIV_medics
Tripoli,32.88743,13.18733,LY,P,1150989,Libya_frees_foreign_HIV_medics
Sofia,42.68647,23.30561,BG,A,1328120,Libya_frees_foreign_HIV_medics
Qatar,25.5,51.25,QA,A,2781677,Libya_frees_foreign_HIV_medics
Benghazi,32.11486,20.06859,LY,P,650629,Libya_frees_foreign_HIV_medics
France,46,2,FR,A,66987244,Libya_frees_foreign_HIV_medics
Libya,28,17,LY,A,6678567,Libya_frees_foreign_HIV_medics
Bulgaria,42.66667,25.25,BG,A,7000039,Libya_frees_foreign_HIV_medics
Tripoli,32.88743,13.18733,LY,P,1150989,Libya_frees_foreign_HIV_medics
Sofia,42.68647,23.30561,BG,A,1328120,Libya_frees_foreign_HIV_medics
Paris,48.85339,2.34864,FR,A,4380654,Libya_frees_foreign_HIV_medics
Qatar,25.5,51.25,QA,A,2781677,Libya_frees_foreign_HIV_medics
Benghazi,32.11486,20.06859,LY,P,650629,Libya_frees_foreign_HIV_medics
France,46,2,FR,A,66987244,Libya_frees_foreign_HIV_medics
Libya,28,17,LY,A,6678567,Libya_frees_foreign_HIV_medics
Bulgaria,42.66667,25.25,BG,A,7000039,Libya_frees_foreign_HIV_medics
Tripoli,32.88743,13.18733,LY,P,1150989,Libya_frees_foreign_HIV_medics
Sofia,42.68647,23.30561,BG,A,1328120,Libya_frees_foreign_HIV_medics
Paris,48.85339,2.34864,FR,A,4380654,Libya_frees_foreign_HIV_medics
Qatar,25.5,51.25,QA,A,2781677,Libya_frees_foreign_HIV_medics
Paris,48.85339,2.34864,FR,A,4380654,New_human_HIV_strain_discovered_in_France
France,46,2,FR,A,66987244,New_human_HIV_strain_discovered_in_France
Paris,48.85339,2.34864,FR,A,4380654,New_human_HIV_strain_discovered_in_France
France,46,2,FR,A,66987244,New_human_HIV_strain_discovered_in_France
Cameroon,6,12.5,CM,A,25216237,New_human_HIV_strain_discovered_in_France
Paris,48.85339,2.34864,FR,A,4380654,New_human_HIV_strain_discovered_in_France
France,46,2,FR,A,66987244,New_human_HIV_strain_discovered_in_France
Cameroon,6,12.5,CM,A,25216237,New_human_HIV_strain_discovered_in_France
Paris,48.85339,2.34864,FR,A,4380654,New_human_HIV_strain_discovered_in_France
Athens,37.98376,23.72784,GR,P,664046,"Pamela_Anderson_visits_Greece,_promoting_the_MAC_AIDS_Fund"
Greece,39,22,GR,A,10727668,"Pamela_Anderson_visits_Greece,_promoting_the_MAC_AIDS_Fund"
Athens,37.98376,23.72784,GR,P,664046,"Pamela_Anderson_visits_Greece,_promoting_the_MAC_AIDS_Fund"
Greece,39,22,GR,A,10727668,"Pamela_Anderson_visits_Greece,_promoting_the_MAC_AIDS_Fund"
Athens,37.98376,23.72784,GR,P,664046,"Pamela_Anderson_visits_Greece,_promoting_the_MAC_AIDS_Fund"
Greece,39,22,GR,A,10727668,"Pamela_Anderson_visits_Greece,_promoting_the_MAC_AIDS_Fund"
Athens,37.98376,23.72784,GR,P,664046,"Pamela_Anderson_visits_Greece,_promoting_the_MAC_AIDS_Fund"
Greece,39,22,GR,A,10727668,"Pamela_Anderson_visits_Greece,_promoting_the_MAC_AIDS_Fund"
Athens,37.98376,23.72784,GR,P,664046,"Pamela_Anderson_visits_Greece,_promoting_the_MAC_AIDS_Fund"
Hollywood,34.09834,-118.32674,US,P,167664,"Pamela_Anderson_visits_Greece,_promoting_the_MAC_AIDS_Fund"
Greece,39,22,GR,A,10727668,"Pamela_Anderson_visits_Greece,_promoting_the_MAC_AIDS_Fund"
Athens,37.98376,23.72784,GR,P,664046,"Pamela_Anderson_visits_Greece,_promoting_the_MAC_AIDS_Fund"
Hollywood,34.09834,-118.32674,US,P,167664,"Pamela_Anderson_visits_Greece,_promoting_the_MAC_AIDS_Fund"
Greece,39,22,GR,A,10727668,"Pamela_Anderson_visits_Greece,_promoting_the_MAC_AIDS_Fund"
Athens,37.98376,23.72784,GR,P,664046,"Pamela_Anderson_visits_Greece,_promoting_the_MAC_AIDS_Fund"
Hollywood,34.09834,-118.32674,US,P,167664,"Pamela_Anderson_visits_Greece,_promoting_the_MAC_AIDS_Fund"
Toronto,40.46423,-80.60091,US,P,4882,"Pamela_Anderson_visits_Greece,_promoting_the_MAC_AIDS_Fund"
Greece,39,22,GR,A,10727668,"Pamela_Anderson_visits_Greece,_promoting_the_MAC_AIDS_Fund"
Canada,60.10867,-113.64258,CA,A,37058856,"Pamela_Anderson_visits_Greece,_promoting_the_MAC_AIDS_Fund"
Hollywood,34.09834,-118.32674,US,P,167664,"Pamela_Anderson_visits_Greece,_promoting_the_MAC_AIDS_Fund"
Toronto,43.70011,-79.4163,CA,P,2600000,"Pamela_Anderson_visits_Greece,_promoting_the_MAC_AIDS_Fund"
Athens,37.98376,23.72784,GR,P,664046,"Pamela_Anderson_visits_Greece,_promoting_the_MAC_AIDS_Fund"
Greece,39,22,GR,A,10727668,"Pamela_Anderson_visits_Greece,_promoting_the_MAC_AIDS_Fund"
Canada,60.10867,-113.64258,CA,A,37058856,"Pamela_Anderson_visits_Greece,_promoting_the_MAC_AIDS_Fund"
Hollywood,34.09834,-118.32674,US,P,167664,"Pamela_Anderson_visits_Greece,_promoting_the_MAC_AIDS_Fund"
Toronto,43.70011,-79.4163,CA,P,2600000,"Pamela_Anderson_visits_Greece,_promoting_the_MAC_AIDS_Fund"
Athens,37.98376,23.72784,GR,P,664046,"Pamela_Anderson_visits_Greece,_promoting_the_MAC_AIDS_Fund"
United States,39.76,-98.5,US,A,327167434,8th_case_of_mad_cow_disease_found_in_Canada
Alberta,52.28333,-117.469,CA,A,3497881,8th_case_of_mad_cow_disease_found_in_Canada
Canada,60.10867,-113.64258,CA,A,37058856,8th_case_of_mad_cow_disease_found_in_Canada
Ames,42.03471,-93.61994,US,P,65060,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
Iowa,41.68632,-92.06552,US,A,16355,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
Ames,42.03471,-93.61994,US,P,65060,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
Iowa,41.68632,-92.06552,US,A,16355,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
Ås,59.66366,10.79101,NO,A,15863,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
Ames,42.03471,-93.61994,US,P,65060,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
Iowa,41.68632,-92.06552,US,A,16355,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
United Kingdom,54.75844,-2.69531,GB,A,66488991,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
Ås,59.66366,10.79101,NO,A,15863,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
Ames,42.03471,-93.61994,US,P,65060,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
Iowa,41.68632,-92.06552,US,A,16355,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
United Kingdom,54.75844,-2.69531,GB,A,66488991,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
Ås,59.66366,10.79101,NO,A,15863,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
Ames,42.03471,-93.61994,US,P,65060,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
Iowa,41.68632,-92.06552,US,A,16355,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
United Kingdom,54.75844,-2.69531,GB,A,66488991,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
Ås,59.66366,10.79101,NO,A,15863,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
Hambuk,41.83333,129.41667,KP,A,2327362,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
Ames,42.03471,-93.61994,US,P,65060,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
Iowa,41.68632,-92.06552,US,A,16355,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
United Kingdom,54.75844,-2.69531,GB,A,66488991,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
Ås,59.66366,10.79101,NO,A,15863,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
Hambuk,41.83333,129.41667,KP,A,2327362,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
Ames,42.03471,-93.61994,US,P,65060,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
Iowa,41.68632,-92.06552,US,A,16355,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
United Kingdom,54.75844,-2.69531,GB,A,66488991,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
Ås,59.66366,10.79101,NO,A,15863,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
Hambuk,41.83333,129.41667,KP,A,2327362,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
Ames,42.03471,-93.61994,US,P,65060,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
Iowa,41.68632,-92.06552,US,A,16355,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
United Kingdom,54.75844,-2.69531,GB,A,66488991,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
Ås,59.66366,10.79101,NO,A,15863,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
Hambuk,41.83333,129.41667,KP,A,2327362,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
Ames,42.03471,-93.61994,US,P,65060,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
Canada,60.10867,-113.64258,CA,A,37058856,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
Washington,39.81806,-97.05086,US,P,1085,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
Iowa,41.68632,-92.06552,US,A,16355,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
United Kingdom,54.75844,-2.69531,GB,A,66488991,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
Ås,59.66366,10.79101,NO,A,15863,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
Hambuk,41.83333,129.41667,KP,A,2327362,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
Ames,42.03471,-93.61994,US,P,65060,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
Canada,60.10867,-113.64258,CA,A,37058856,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
Washington,39.81806,-97.05086,US,P,1085,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
Sweden,62,15,SE,A,10183175,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
Iowa,41.68632,-92.06552,US,A,16355,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
United Kingdom,54.75844,-2.69531,GB,A,66488991,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
Ås,59.66366,10.79101,NO,A,15863,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
Hambuk,41.83333,129.41667,KP,A,2327362,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
Ames,42.03471,-93.61994,US,P,65060,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
Canada,60.10867,-113.64258,CA,A,37058856,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
Washington,39.81806,-97.05086,US,P,1085,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
Sweden,62,15,SE,A,10183175,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
Iowa,41.68632,-92.06552,US,A,16355,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
United Kingdom,54.75844,-2.69531,GB,A,66488991,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
Ås,59.66366,10.79101,NO,A,15863,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
Hambuk,41.83333,129.41667,KP,A,2327362,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
Ames,42.03471,-93.61994,US,P,65060,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
Canada,60.10867,-113.64258,CA,A,37058856,Agriculture_Department_investigating_possible_U.S._case_of_mad_cow_disease
Canada,60.10867,-113.64258,CA,A,37058856,Canada_confirms_fifth_case_of_Mad_Cow_Disease
British Columbia,53.99983,-125.0032,CA,A,4413973,Canada_confirms_fifth_case_of_Mad_Cow_Disease
Canada,60.10867,-113.64258,CA,A,37058856,Canada_confirms_fifth_case_of_Mad_Cow_Disease
British Columbia,53.99983,-125.0032,CA,A,4413973,Canada_confirms_fifth_case_of_Mad_Cow_Disease
Canada,60.10867,-113.64258,CA,A,37058856,Canada_confirms_fifth_case_of_Mad_Cow_Disease
Fraser Valley,49.58299,-121.83587,CA,A,277000,Canada_confirms_fifth_case_of_Mad_Cow_Disease
British Columbia,53.99983,-125.0032,CA,A,4413973,Canada_confirms_fifth_case_of_Mad_Cow_Disease
Canada,60.10867,-113.64258,CA,A,37058856,Canada_confirms_fifth_case_of_Mad_Cow_Disease
Fraser Valley,49.58299,-121.83587,CA,A,277000,Canada_confirms_fifth_case_of_Mad_Cow_Disease
British Columbia,53.99983,-125.0032,CA,A,4413973,Canada_confirms_fifth_case_of_Mad_Cow_Disease
Canada,60.10867,-113.64258,CA,A,37058856,Canada_confirms_fifth_case_of_Mad_Cow_Disease
Vancouver,49.24966,-123.11934,CA,P,600000,Canada_confirms_fifth_case_of_Mad_Cow_Disease
Fraser Valley,49.58299,-121.83587,CA,A,277000,Canada_confirms_fifth_case_of_Mad_Cow_Disease
British Columbia,53.99983,-125.0032,CA,A,4413973,Canada_confirms_fifth_case_of_Mad_Cow_Disease
Canada,60.10867,-113.64258,CA,A,37058856,Canada_confirms_fifth_case_of_Mad_Cow_Disease
Vancouver,49.24966,-123.11934,CA,P,600000,Canada_confirms_fifth_case_of_Mad_Cow_Disease
Fraser Valley,49.58299,-121.83587,CA,A,277000,Canada_confirms_fifth_case_of_Mad_Cow_Disease
British Columbia,53.99983,-125.0032,CA,A,4413973,Canada_confirms_fifth_case_of_Mad_Cow_Disease
Canada,60.10867,-113.64258,CA,A,37058856,Canada_confirms_fifth_case_of_Mad_Cow_Disease
Vancouver,49.24966,-123.11934,CA,P,600000,Canada_confirms_fifth_case_of_Mad_Cow_Disease
British Columbia,53.99983,-125.0032,CA,A,4413973,Canada_confirms_fifth_case_of_Mad_Cow_Disease
United States,39.76,-98.5,US,A,327167434,Canada_confirms_fifth_case_of_Mad_Cow_Disease
Fraser Valley,49.58299,-121.83587,CA,A,277000,Canada_confirms_fifth_case_of_Mad_Cow_Disease
Canada,60.10867,-113.64258,CA,A,37058856,Canada_confirms_fifth_case_of_Mad_Cow_Disease
Vancouver,49.24966,-123.11934,CA,P,600000,Canada_confirms_fifth_case_of_Mad_Cow_Disease
British Columbia,53.99983,-125.0032,CA,A,4413973,Canada_confirms_fifth_case_of_Mad_Cow_Disease
United States,39.76,-98.5,US,A,327167434,Canada_confirms_fifth_case_of_Mad_Cow_Disease
Fraser Valley,49.58299,-121.83587,CA,A,277000,Canada_confirms_fifth_case_of_Mad_Cow_Disease
Canada,60.10867,-113.64258,CA,A,37058856,Canada_confirms_fifth_case_of_Mad_Cow_Disease
Vancouver,49.24966,-123.11934,CA,P,600000,Canada_confirms_fifth_case_of_Mad_Cow_Disease
British Columbia,53.99983,-125.0032,CA,A,4413973,Canada_confirms_fifth_case_of_Mad_Cow_Disease
United States,39.76,-98.5,US,A,327167434,Canada_confirms_fifth_case_of_Mad_Cow_Disease
Fraser Valley,49.58299,-121.83587,CA,A,277000,Canada_confirms_fifth_case_of_Mad_Cow_Disease
Ås,59.66366,10.79101,NO,A,15863,Canada_confirms_fifth_case_of_Mad_Cow_Disease
Canada,60.10867,-113.64258,CA,A,37058856,Canada_confirms_fifth_case_of_Mad_Cow_Disease
Vancouver,49.24966,-123.11934,CA,P,600000,Canada_confirms_fifth_case_of_Mad_Cow_Disease
British Columbia,53.99983,-125.0032,CA,A,4413973,Canada_confirms_fifth_case_of_Mad_Cow_Disease
United States,39.76,-98.5,US,A,327167434,Canada_confirms_fifth_case_of_Mad_Cow_Disease
Fraser Valley,49.58299,-121.83587,CA,A,277000,Canada_confirms_fifth_case_of_Mad_Cow_Disease
Ås,59.66366,10.79101,NO,A,15863,Canada_confirms_fifth_case_of_Mad_Cow_Disease
Canada,60.10867,-113.64258,CA,A,37058856,Canada_confirms_fifth_case_of_Mad_Cow_Disease
Vancouver,49.24966,-123.11934,CA,P,600000,Canada_confirms_fifth_case_of_Mad_Cow_Disease
Alberta,52.28333,-117.469,CA,A,3497881,Canada_confirms_fifth_case_of_Mad_Cow_Disease
British Columbia,53.99983,-125.0032,CA,A,4413973,Canada_confirms_fifth_case_of_Mad_Cow_Disease
United States,39.76,-98.5,US,A,327167434,Canada_confirms_fifth_case_of_Mad_Cow_Disease
Fraser Valley,49.58299,-121.83587,CA,A,277000,Canada_confirms_fifth_case_of_Mad_Cow_Disease
Ås,59.66366,10.79101,NO,A,15863,Canada_confirms_fifth_case_of_Mad_Cow_Disease
Canada,60.10867,-113.64258,CA,A,37058856,Canada_confirms_fifth_case_of_Mad_Cow_Disease
Vancouver,49.24966,-123.11934,CA,P,600000,Canada_confirms_fifth_case_of_Mad_Cow_Disease
Alberta,52.28333,-117.469,CA,A,3497881,Canada_confirms_fifth_case_of_Mad_Cow_Disease
British Columbia,53.99983,-125.0032,CA,A,4413973,Canada_confirms_fifth_case_of_Mad_Cow_Disease
United States,39.76,-98.5,US,A,327167434,Canada_confirms_fifth_case_of_Mad_Cow_Disease
United Kingdom,54.75844,-2.69531,GB,A,66488991,Canada_confirms_fifth_case_of_Mad_Cow_Disease
Fraser Valley,49.58299,-121.83587,CA,A,277000,Canada_confirms_fifth_case_of_Mad_Cow_Disease
Ås,59.66366,10.79101,NO,A,15863,Canada_confirms_fifth_case_of_Mad_Cow_Disease
Canada,60.10867,-113.64258,CA,A,37058856,Canada_confirms_fifth_case_of_Mad_Cow_Disease
Vancouver,49.24966,-123.11934,CA,P,600000,Canada_confirms_fifth_case_of_Mad_Cow_Disease
Spain,40,-4,ES,A,46723749,FDA_recalls_foreign_meat_used_in_aid_for_victims_of_Hurricane_Katrina
Arkansas,34.75037,-92.50044,US,A,2757631,FDA_recalls_foreign_meat_used_in_aid_for_victims_of_Hurricane_Katrina
Little Rock,41.71753,-88.57619,US,P,0,FDA_recalls_foreign_meat_used_in_aid_for_victims_of_Hurricane_Katrina
Britain,39.25288,-77.69694,US,P,0,FDA_recalls_foreign_meat_used_in_aid_for_victims_of_Hurricane_Katrina
San Agustín,13.45617,-88.58978,SV,A,0,FDA_recalls_foreign_meat_used_in_aid_for_victims_of_Hurricane_Katrina
Ås,59.66366,10.79101,NO,A,15863,FDA_recalls_foreign_meat_used_in_aid_for_victims_of_Hurricane_Katrina
Italy,42.83333,12.83333,IT,A,60431283,FDA_recalls_foreign_meat_used_in_aid_for_victims_of_Hurricane_Katrina
Spain,40,-4,ES,A,46723749,FDA_recalls_foreign_meat_used_in_aid_for_victims_of_Hurricane_Katrina
Arkansas,34.75037,-92.50044,US,A,2757631,FDA_recalls_foreign_meat_used_in_aid_for_victims_of_Hurricane_Katrina
Little Rock,41.71753,-88.57619,US,P,0,FDA_recalls_foreign_meat_used_in_aid_for_victims_of_Hurricane_Katrina
Britain,39.25288,-77.69694,US,P,0,FDA_recalls_foreign_meat_used_in_aid_for_victims_of_Hurricane_Katrina
San Agustín,13.45617,-88.58978,SV,A,0,FDA_recalls_foreign_meat_used_in_aid_for_victims_of_Hurricane_Katrina
Ås,59.66366,10.79101,NO,A,15863,FDA_recalls_foreign_meat_used_in_aid_for_victims_of_Hurricane_Katrina
Israel,31.5,34.75,IL,A,8883800,FDA_recalls_foreign_meat_used_in_aid_for_victims_of_Hurricane_Katrina
Italy,42.83333,12.83333,IT,A,60431283,FDA_recalls_foreign_meat_used_in_aid_for_victims_of_Hurricane_Katrina
Alabama,32.75041,-86.75026,US,A,4530315,Mad_Cow_disease_confirmed_in_U.S.
Ames,42.03471,-93.61994,US,P,65060,Mad_Cow_disease_confirmed_in_U.S.
